timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/12/01 20:04:16.654, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:21.655, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:26.657, 0, NVIDIA A100-SXM4-80GB, 15 %, 5 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:31.658, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:36.660, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:41.661, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:46.663, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:51.664, 0, NVIDIA A100-SXM4-80GB, 18 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:04:56.666, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:01.668, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:06.669, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:11.671, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:16.672, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:21.675, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:26.676, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:31.678, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:36.679, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:41.681, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:46.682, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:51.684, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:05:56.686, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:01.687, 0, NVIDIA A100-SXM4-80GB, 8 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:06.689, 0, NVIDIA A100-SXM4-80GB, 18 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:11.691, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:16.692, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:21.694, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:26.696, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:31.698, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:36.699, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:41.701, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:46.702, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:51.704, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:06:56.706, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:01.707, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:06.709, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:11.711, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:16.712, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:21.713, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:26.715, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:31.716, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:36.718, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:41.719, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:46.721, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:51.722, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:07:56.724, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:01.725, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:06.727, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:11.729, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:16.730, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:21.732, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:26.734, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:31.735, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:36.739, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:41.741, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:46.743, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:51.745, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:08:56.746, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:01.748, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:06.749, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:11.751, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:16.753, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:21.755, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:26.757, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:31.758, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:36.760, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:41.761, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:46.763, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:51.765, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:09:56.766, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:01.768, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:06.769, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:11.771, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:16.773, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:21.774, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:26.776, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:31.777, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:36.779, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:41.780, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:46.782, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:51.783, 0, NVIDIA A100-SXM4-80GB, 18 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:10:56.786, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:01.787, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:06.789, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:11.790, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:16.794, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:21.796, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:26.797, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:31.799, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:36.800, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:41.802, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:46.804, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:51.806, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:11:56.808, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:01.809, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:06.811, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:11.812, 0, NVIDIA A100-SXM4-80GB, 19 %, 1 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:16.814, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:21.816, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:26.817, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:31.819, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:36.821, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:41.823, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:46.824, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:51.827, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:12:56.829, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:01.830, 0, NVIDIA A100-SXM4-80GB, 21 %, 3 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:06.832, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:11.834, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:16.836, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:21.837, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:26.839, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:31.841, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:36.842, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:41.844, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:46.845, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:51.847, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:13:56.850, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:01.851, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:06.853, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:11.854, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:16.856, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:21.857, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:26.859, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:31.861, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:36.863, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:41.865, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:46.867, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:51.869, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:14:56.870, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:01.872, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:06.874, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:11.875, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:16.877, 0, NVIDIA A100-SXM4-80GB, 18 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:21.879, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:26.880, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:31.882, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:36.884, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:41.885, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:46.888, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:51.890, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:15:56.891, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:01.893, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:06.894, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:11.896, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:16.897, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:21.899, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:26.901, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:31.902, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:36.904, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:41.905, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:46.906, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:51.908, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:16:56.910, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:01.911, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:06.914, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:11.915, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:16.917, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:21.919, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:26.920, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:31.922, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:36.923, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:41.925, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:46.926, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:51.928, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:17:56.929, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:01.931, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:06.933, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:11.934, 0, NVIDIA A100-SXM4-80GB, 19 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:16.936, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:21.937, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:26.939, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:31.941, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:36.942, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:41.944, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:46.945, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:51.947, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:18:56.949, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:01.951, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:06.953, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:11.954, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:16.956, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:21.958, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:26.959, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:31.961, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:37.049, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:42.050, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:47.052, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:52.053, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:19:57.054, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:02.057, 0, NVIDIA A100-SXM4-80GB, 8 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:07.062, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:12.064, 0, NVIDIA A100-SXM4-80GB, 11 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:17.066, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:22.067, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:27.069, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:32.070, 0, NVIDIA A100-SXM4-80GB, 19 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:37.073, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:42.074, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:47.076, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:52.077, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:20:57.079, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:02.080, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:07.082, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:12.084, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:17.085, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:22.087, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:27.089, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:32.090, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:37.092, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:42.093, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:47.094, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:52.096, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:21:57.098, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:02.100, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:07.102, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:12.103, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:17.106, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:22.108, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:27.110, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:32.112, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:37.114, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:42.115, 0, NVIDIA A100-SXM4-80GB, 12 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:47.117, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:52.119, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 4377 MiB
2025/12/01 20:22:57.121, 0, NVIDIA A100-SXM4-80GB, 9 %, 0 %, 81920 MiB, 4377 MiB
